OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
134704909,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,10,4,395379.96861159,132352.11690319,
134704910,2,18th & Eads St.,31001,38.85725,-77.05332,YES,NO,,,NO,4,7,395372.04558977,132161.07808121,
134704911,3,20th & Crystal Dr,31002,38.856425,-77.049232,YES,NO,,,NO,8,9,395726.81757513,132069.29786306,
134704912,4,15th & Crystal Dr,31003,38.86017,-77.049593,YES,NO,,,NO,2,9,395695.7097594,132485.03678691,
134704913,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,7,4,394836.55986472,132229.789395,
134704914,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,8,11,394798.17263784,132722.3537753,
134704915,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,YES,NO,,,NO,8,7,394506.31966949,132877.62800884,
134704916,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,7,12,395561.96451388,132178.17554745,
134704917,9,12th & Army Navy Dr,31008,38.8629,-77.0528,YES,NO,,,NO,5,6,395417.54218218,132788.24270087,
134704918,10,27th & Crystal Dr,31009,38.848441,-77.051516,YES,NO,,,NO,7,12,395528.07344805,131183.1266423,
134704919,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,7,4,395641.95431057,130534.67130912,
134704920,12,23rd & Crystal Dr,31011,38.8533,-77.0498,YES,NO,,,NO,8,9,395677.32772972,131722.42730273,
134704921,13,26th & S Clark St,31012,38.850688,-77.05152,YES,NO,,,NO,5,6,395527.86699294,131432.55965392,
134704922,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,14,0,396278.70399052,136939.47827919,
134704923,15,14th & V St NW,31101,38.9176,-77.0321,YES,NO,,,NO,10,16,397216.20899969,138859.53510936,
134704924,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,5,22,397587.60905935,140176.41805133,
134704925,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,8,24,396831.8852902,139801.91944918,
134704926,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,4,10,396307.54666751,139451.02670294,
134704927,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,11,8,397207.89698712,139880.81598519,
134704928,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,1,22,395869.12679181,139482.10370448,
134704929,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,5,14,396635.84323825,140447.18241804,
134704930,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,3,18,398455.45488951,134318.97061928,
134704931,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,10,8,397013.12734699,137999.29479922,
134704932,24,14th & R St NW,31202,38.912682,-77.031681,YES,NO,,,NO,4,11,397252.35624534,138313.58352632,
134704933,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,3,20,397198.51101235,137860.46677503,
134704934,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,10,5,396096.32377953,136495.53410413,
134704935,27,21st & I St NW,31205,38.9008,-77.047,YES,NO,,,NO,2,32,395923.08426032,136995.15740474,
134704936,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,3,12,397862.93084314,140906.66509731,
134704937,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,1,10,397156.2969996,141068.6272297,
134704938,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,8,3,400390.15805724,140746.2005855,
134704939,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,2,16,398349.59483465,137242.93793811,
134704940,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,9,6,402004.07538839,135751.07274551,
134704941,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,7,12,397268.74809473,140324.82919203,
134704942,34,Good Hope & Naylor Rd SE,31700,38.8601,-76.9672,YES,NO,,,NO,5,5,402846.79011674,132476.60854073,
134704943,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,6,5,394973.09374685,140710.82140544,
134704944,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,5,6,403410.08514111,134463.86390983,
134704945,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,,,NO,5,10,404558.92450764,136580.58329247,
134704946,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,9,2,405041.71541905,137060.65262358,
134704947,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,8,3,400465.45079874,132761.28847182,
134704948,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,5,6,401038.0179126,133283.52133563,
134704949,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,3,8,396217.71315484,136373.36645763,
134704950,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,3,12,399943.80500792,139023.00525965,
134704951,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,3,12,397753.87564422,138814.96095752,
134704952,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,0,11,398074.95841142,139669.64140129,
134704953,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,9,30,399505.38183805,134052.41738498,
134704954,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,8,6,396132.05899493,138615.77216932,
134704955,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,0,2,398074.70465287,138626.16224103,
134704956,48,23rd & Eads St,31013,38.853531,-77.053509,YES,NO,,,NO,10,5,395355.3991924,131748.25211246,
134704957,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,10,6,399678.94106865,134274.42351994,
134704958,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,16,27,396149.11786763,138027.41994099,
134704959,52,1st & M St NE,31603,38.9057,-77.0056,YES,NO,,,NO,8,7,399514.27317303,137538.06239613,
134704960,53,21st & M St NW,31212,38.90534,-77.046774,YES,NO,,,NO,13,4,395942.94637664,137499.12394013,
134704961,54,17th & K St NW,31213,38.90276,-77.03863,YES,NO,,,NO,18,5,396649.21425572,137212.39264868,
134704962,55,3rd & H St NW,31604,38.899408,-77.015289,YES,NO,,,NO,4,11,398673.76205224,136839.69580021,
134704963,56,3rd & D St SE,31605,38.8851,-77.0023,YES,NO,,,NO,0,11,399800.44743845,135251.28674748,
134704964,57,Potomac & Pennsylvania Ave SE,31606,38.8803,-76.9862,YES,NO,,,NO,5,10,401197.39591334,134718.53788821,
134704965,58,14th & D St SE,31607,38.884,-76.9861,YES,NO,,,NO,11,4,401206.0101559,135129.26756581,
134704966,59,17th & Corcoran St NW,31214,38.9121,-77.0387,YES,NO,,,NO,7,12,396643.58195891,138249.21138577,
134704967,60,Van Ness Metro / UDC,31300,38.944551,-77.063896,YES,NO,,,NO,11,3,394460.8760265,141852.77834368,
134704968,61,Florida Ave & R St NW,31503,38.9126,-77.0135,YES,NO,,,NO,6,9,398829.1646746,138304.09064665,
134704969,62,8th & Eye St SE / Barracks Row,31608,38.8792,-76.9953,YES,NO,,,NO,8,3,400407.81504123,134596.34949947,
134704970,63,Ward Circle / American University,31301,38.938736,-77.087171,YES,NO,,,NO,6,9,392442.5577893,141208.93151752,
134704971,64,Wisconsin Ave & Newark St NW,31302,38.934881,-77.072755,YES,NO,,,NO,8,11,393692.03675799,140779.89807813,
134704972,65,14th St Heights / 14th & Crittenden St NW,31402,38.947774,-77.032818,YES,NO,,,NO,7,4,397155.14643993,142209.13309952,
134704973,66,Anacostia Library,31804,38.865784,-76.9784,YES,NO,,,NO,2,9,401874.56617125,133107.28439427,
134704974,67,Pennsylvania & Minnesota Ave SE,31805,38.873057,-76.971015,YES,NO,,,NO,8,3,402515.22051118,133914.81891889,
134704975,68,Eastern Market / 7th & North Carolina Ave SE,31610,38.886952,-76.996806,YES,NO,,,NO,5,10,400277.11058153,135456.87541854,
134704976,69,14th St & New York Ave NW,31216,38.899632,-77.031686,YES,NO,,,NO,18,4,397251.41977838,136864.92754697,
134704977,70,Benning Branch Library,31705,38.894,-76.947974,YES,NO,,,NO,6,5,404513.31564725,136240.53983015,
134704978,71,USDA / 12th & Independence Ave SW,31217,38.887237,-77.028226,YES,NO,,,NO,17,22,397551.12964707,135488.88637292,
134704979,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,11,8,394863.27537199,137153.51643639,
134704980,73,12th & Newton St NE,31501,38.933668,-76.991016,YES,NO,,,NO,5,6,400778.93906675,140642.76917646,
134704981,74,US Dept of State / Virginia Ave & 21st St NW,31220,38.894919,-77.046587,YES,NO,,,NO,7,7,395958.57590909,136342.30123407,
134704982,75,L'Enfant Plaza / 7th & C St SW,31218,38.886266,-77.022241,YES,NO,,,NO,5,10,398070.35828347,135380.95431573,
134704983,76,10th St & Constitution Ave NW,31219,38.893028,-77.026013,YES,NO,,,NO,16,14,397743.31133834,136131.67560302,
134704984,77,Kennedy Center,31211,38.897293,-77.05557,YES,NO,,,NO,14,4,395179.46081279,136606.27005869,
134704985,78,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613,38.884,-76.995397,YES,NO,,,NO,12,6,400399.37156595,135129.1858182,
134704986,79,18th & M St NW,31221,38.904742,-77.041606,YES,NO,,,NO,15,3,396391.17480356,137432.52410483,
134704987,80,Tenleytown / Wisconsin Ave & Albemarle St NW,31303,38.947607,-77.079382,YES,NO,,,NO,11,4,393118.69490052,142193.07513516,
134704988,81,13th & H St NE,31611,38.9003,-76.9882,YES,NO,,,NO,6,21,401023.57329617,136938.67004248,
134704989,82,5th & F St NW,31620,38.897222,-77.019347,YES,NO,,,NO,11,20,398321.70110602,136597.09913431,
134704990,83,New York Ave & 15th St NW,31222,38.8991,-77.0337,YES,NO,,,NO,12,6,397076.69494362,136805.93385932,
134704991,84,Convention Center / 7th & M St NW,31223,38.905737,-77.02227,YES,NO,,,NO,3,15,398068.36951337,137542.39041117,
134704992,85,Harvard St & Adams Mill Rd NW,31112,38.927872,-77.043358,YES,NO,,,NO,6,9,396240.42917895,140000.2175631,
134704993,86,19th & L St NW,31224,38.903407,-77.043648,YES,NO,,,NO,13,2,396213.98476874,137284.41101743,
134704994,87,C & O Canal & Wisconsin Ave NW,31225,38.90375,-77.06269,YES,NO,,,NO,8,14,394562.31341761,137323.44877775,
134704995,88,6th & Water St SW / SW Waterfront,31609,38.87675,-77.02127,YES,NO,,,NO,5,13,398154.35666339,134324.58543011,
134704996,89,D St & Maryland Ave NE,31612,38.894758,-76.997114,YES,NO,,,NO,13,10,400250.36118988,136323.40169319,
134704997,90,34th St & Wisconsin Ave NW,31226,38.916442,-77.0682,YES,NO,,,NO,3,6,394085.43254774,138732.70732736,
134704998,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,,,NO,14,9,397413.13477499,136937.13928906,
134704999,92,8th & H St NW,31228,38.8997,-77.023086,YES,NO,,,NO,19,14,397997.42273853,136872.25229554,
134705000,93,10th & Monroe St NE,31504,38.932514,-76.992889,YES,NO,,,NO,6,5,400616.55446976,140514.65083001,
134705001,94,Eckington Pl & Q St NE,31505,38.910972,-77.00495,YES,NO,,,NO,7,4,399570.68391328,138123.29427771,
134705002,95,6th & H St NE,31615,38.899972,-76.998347,YES,NO,,,NO,7,15,400143.38766466,136902.19455674,
134705003,96,3rd & H St NE,31616,38.900412,-77.001949,YES,NO,,,NO,2,17,399830.93718412,136951.03859198,
134705004,97,Bladensburg Rd & Benning Rd NE,31617,38.900413,-76.982872,YES,NO,,,NO,3,12,401485.74030431,136951.28717624,
134705005,98,4th & East Capitol St NE,31618,38.889955,-77.000349,YES,NO,,,NO,5,3,399969.72212823,135790.22701798,
134705006,99,Lincoln Park / 13th & East Capitol St NE,31619,38.890461,-76.988355,YES,NO,,,NO,1,24,401010.26737857,135846.46135466,
134705007,100,Branch & Pennsylvania Ave SE,31701,38.8692,-76.9599,YES,NO,,,NO,4,7,403479.93073282,133487.02816607,
134705008,101,13th & D St NE,31622,38.894832,-76.987633,YES,NO,,,NO,7,23,401072.83909032,136331.6849909,
134705009,102,New Hampshire Ave & T St NW,31229,38.91554,-77.03818,YES,NO,,,NO,1,22,396688.84082399,138631.06089313,
134705010,103,Metro Center / 12th & G St NW,31230,38.898364,-77.027869,YES,NO,,,NO,18,11,397582.47982913,136724.06141167,
134705011,104,14th & D St NW / Ronald Reagan Building,31231,38.894514,-77.031617,YES,NO,,,NO,14,11,397257.20836553,136296.78677707,
134705012,105,8th & F St NW,31232,38.896886,-77.022915,YES,NO,,,NO,17,10,398012.17758939,136559.87210653,
134705013,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,,,NO,17,18,396675.89775652,137134.78675859,
134705014,107,20th & O St NW / Dupont South,31234,38.908905,-77.04478,YES,NO,,,NO,16,3,396116.0947985,137894.78124868,
134705015,108,4th & D St NW / Judiciary Square,31621,38.895344,-77.016106,YES,NO,,,NO,6,8,398602.81213383,136388.57162835,
134705016,109,19th St & Constitution Ave NW,31235,38.8923,-77.0436,YES,NO,,,NO,8,27,396217.55940232,136051.44360649,
134705017,110,37th & O St NW / Georgetown University,31236,38.90774,-77.071652,YES,NO,,,NO,9,13,393785.30362802,137766.94307056,
134705018,111,11th & H St NE,31614,38.899983,-76.991383,YES,NO,,,NO,8,11,400747.47205932,136903.4496248,
134705019,112,25th St & Pennsylvania Ave NW,31237,38.903827,-77.053485,YES,NO,,,NO,13,1,395360.75356309,137331.48834951,
134705020,113,Columbus Circle / Union Station,31623,38.89696,-77.00493,YES,NO,,,NO,21,24,399572.33452251,136567.84875416,
134705021,114,North Capitol St & F St NW,31624,38.897446,-77.009888,YES,NO,,,NO,15,8,399142.24595819,136621.83352922,
134705022,115,11th & M St NW,31266,38.905607,-77.027137,YES,NO,,,NO,7,11,397646.21680293,137528.07359221,
134705023,116,36th & Calvert St NW / Glover Park,31304,38.922581,-77.070334,YES,NO,,,NO,6,9,393900.88891277,139414.32818096,
134705024,117,14th & G St NW,31238,38.898069,-77.031823,YES,NO,,,NO,13,10,397239.47532464,136691.42619808,
134705025,118,Potomac Ave & 35th St S,31052,38.844015,-77.050537,YES,NO,,,NO,18,3,395612.7850665,130691.76225178,
134705026,124,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,38.88412,-77.04657,YES,NO,,,NO,5,18,395959.43911633,135143.52730167,
134705027,125,11th & F St NW,31262,38.897857,-77.026975,YES,NO,,,NO,8,7,397660.01398863,136667.7570737,
134705028,126,23rd & E St NW,31260,38.896104,-77.049882,YES,NO,,,NO,11,8,395672.80643508,136473.99663923,
134705029,127,Lynn & 19th St North,31014,38.897315,-77.070993,YES,NO,,,NO,17,13,393841.56164086,136609.63967085,
134705030,128,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31015,38.8946,-77.072305,YES,NO,,,NO,8,11,393727.51072873,136308.34254655,
134705031,129,Clarendon Blvd & Pierce St,31016,38.893438,-77.076389,YES,NO,,,NO,8,7,393373.11414719,136179.63995377,
134705032,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,,,NO,7,8,392660.61582418,135986.8924231,
134705033,131,N Rhodes & 16th St N,31018,38.892164,-77.079375,YES,NO,,,NO,3,8,393113.95026708,136038.43697471,
134705034,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,,,NO,8,7,404156.7748465,133086.6176774,
134705035,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,,,NO,7,8,395960.17160973,136069.22097211,
134705036,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,,,NO,3,12,391974.9565944,135688.28027547,
134705037,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,,,NO,1,18,396212.12597888,139200.636678,
134705038,136,17th & Rhode Island Ave NW,31239,38.906602,-77.038785,YES,NO,,,NO,15,7,396635.95067876,137638.89146728,
134705039,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,,,NO,8,25,397181.05762675,137560.75091601,
134705040,138,Wilson Blvd & Franklin Rd,31020,38.8904,-77.0889,YES,NO,,,NO,5,6,392287.43385198,135843.38082737,
134705041,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,,,NO,2,13,391924.53555307,135588.42446277,
134705042,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,,,NO,8,9,391768.77673525,135561.94292851,
134705043,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,,,NO,11,15,396396.73056387,136870.59871663,
134705044,142,Maryland & Independence Ave SW,31243,38.887299,-77.018939,YES,NO,,,NO,30,9,398356.86545321,135495.56070939,
134705045,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,,,NO,10,8,398486.41642165,135142.64129491,
134705046,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,,,NO,11,8,399841.39039203,134816.69073244,
134705047,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,,,NO,2,13,398078.53235602,138317.44722014,
134705048,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,,,NO,2,12,397824.00484445,141545.75347825,
134705049,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,,,NO,6,9,398934.23503524,138616.78618346,
134705050,148,Columbia Rd & Georgia Ave NW,31115,38.928121,-77.023795,YES,NO,,,NO,5,14,397936.74344645,140027.23478731,
134705051,149,California St & Florida Ave NW,31116,38.917761,-77.04062,YES,NO,,,NO,0,18,396477.34162756,138877.70174796,
134705052,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,YES,NO,,,NO,9,10,405445.68021157,135789.87902946,
